,Player,Span,Mat,Runs,HS,Bat Av,100,Wkts,BBI,Bowl Av,5,Ct,St,Ave Diff,Unnamed: 14
2164,G Blakeney (BMUDA),2009-2009,2,72,42,36.00,0,-,-,-,-,0,0,-,
2165,TA Blundell (NZ),2020-2020,2,31,22,15.50,0,-,-,-,-,1,0,-,
2166,GH Bodi (SA),2007-2007,2,83,51,41.50,0,0,-,-,0,1,0,-,
2167,A Bohara (NEPAL),2020-2020,2,13,8*,-,0,0,-,-,0,0,0,-,
2168,SG Borthwick (ENG),2011-2011,2,18,15,9.00,0,0,-,-,0,0,0,-,
2169,T Bosch (SA),1992-1992,2,-,-,-,-,0,-,-,0,0,0,-,
2170,JWHD Boteju (SL),1999-1999,2,3,2,3.00,0,0,-,-,0,1,0,-,
2171,SF Burger (NAM),2003-2003,2,11,6,5.50,0,0,-,-,0,1,0,-,
2172,RG Callender (CAN),1979-1979,2,0,0,0.00,0,1,1/14,26.00,0,0,0,-25.99,
2173,SJ Cameron (SCOT),2018-2018,2,9,8*,9.00,0,3,2/64,41.00,0,1,0,-31.99,
2174,RJ Campbell (AUS),2002-2002,2,54,38,27.00,0,-,-,-,-,4,1,-,
2175,HWR Cartwright (AUS),2017-2017,2,2,1,1.00,0,-,-,-,-,1,0,-,
2176,SJ Chalmers (SCOT),2009-2009,2,9,9*,-,0,1,1/34,49.00,0,0,0,-,
2177,M Cheruparambil (HKG),2004-2004,2,30,30,15.00,0,-,-,-,-,0,0,-,
2178,MT Chinouya (ZIM),2013-2013,2,6,6*,6.00,0,1,1/36,50.00,0,0,0,-43.99,
2179,WM Clark (AUS),1978-1978,2,-,-,-,-,3,2/39,20.33,0,0,0,-,
2180,GA Cope (ENG),1977-1978,2,1,1*,-,0,2,1/16,17.50,0,0,0,-,
2181,FS Crockwell (BMUDA),2009-2009,2,68,45,34.00,0,-,-,-,-,0,0,-,
2182,CJ Dala (SA),2018-2018,2,8,5,8.00,0,1,1/57,121.00,0,1,0,-112.99,
2183,H Davids (SA),2013-2013,2,8,7,4.00,0,-,-,-,-,0,0,-,
2184,JJ Dawood (CAN),2009-2010,2,25,25*,-,0,-,-,-,-,0,0,-,
2185,GJ Delany (IRE),2020-2020,2,33,19,16.50,0,0,-,-,0,0,0,-,
2186,DLS de Silva (SL),1979-1979,2,10,10,10.00,0,2,2/36,27.00,0,1,0,-16.99,
2187,JI de Villiers (NAM),2020-2020,2,0,0,0.00,0,2,2/47,33.00,0,0,0,-32.99,
2188,HS Dhillon (CAN),2006-2006,2,14,13,7.00,0,-,-,-,-,0,0,-,
2189,CRM Douglas (BMUDA),2008-2008,2,122,69,61.00,0,-,-,-,-,0,0,-,
2190,RR Emrit (WI),2007-2007,2,13,13,13.00,0,0,-,-,0,1,0,-,
2191,Fahad Nawaz (UAE),2019-2019,2,2,2,1.00,0,-,-,-,-,0,0,-,
2192,Fahad Usman (UAE),2004-2004,2,9,9,4.50,0,-,-,-,-,1,0,-,
2193,Fazl-e-Akbar (PAK),1998-2001,2,7,7,7.00,0,0,-,-,0,0,0,-,
2194,Fazle Mahmud (BDESH),2018-2018,2,0,0,0.00,0,0,-,-,0,1,0,-,
2195,UNK Fernando (SL),1994-1994,2,22,20*,-,0,-,-,-,-,0,0,-,
2196,J Figy (UAE),2019-2020,2,55,32*,55.00,0,-,-,-,-,1,0,-,
2197,MLC Foster (WI),1973-1973,2,25,25,25.00,0,2,2/22,11.00,0,0,0,14.00,
2198,AN French (HKG),2004-2004,2,24,14,12.00,0,1,1/51,67.00,0,2,0,-54.99,
2199,B Geeves (AUS),2008-2009,2,10,10*,-,0,3,2/11,26.00,0,1,0,-,
2200,T Gibbons (BMUDA),2006-2006,2,33,33,16.50,0,-,-,-,-,0,0,-,
2201,N Gifford (ENG),1985-1985,2,0,0,0.00,0,4,4/23,12.50,0,1,0,-12.49,
2202,DM Gondaria (KENYA),2013-2013,2,7,6,3.50,0,-,-,-,-,2,0,-,
2203,MS Gony (INDIA),2008-2008,2,-,-,-,-,2,2/65,38.00,0,0,0,-,
2204,AP Grayson (ENG),2000-2001,2,6,6,3.00,0,3,3/40,20.00,0,1,0,-16.99,
2205,RD Gudhka (KENYA),2011-2011,2,17,10,17.00,0,1,1/41,60.00,0,0,0,-42.99,
2206,BG Hadlee (NZ),1975-1975,2,26,19,26.00,0,-,-,-,-,0,0,-,
2207,Hafizur Rahman (BDESH),1986-1986,2,8,8,8.00,0,-,-,-,-,2,0,-,
2208,RS Haire (IRE),2008-2008,2,56,54,28.00,0,-,-,-,-,1,0,-,
2209,LJ Hamilton (NZ),2005-2005,2,3,2*,-,0,1,1/76,143.00,0,0,0,-,
2210,RG Hart (NZ),2002-2002,2,0,0,0.00,0,-,-,-,-,1,0,-,
2211,Harunur Rashid (BDESH),1988-1988,2,0,0,0.00,0,-,-,-,-,0,0,-,
2212,Hasti Gul (AFG),2009-2009,2,23,23*,-,0,3,2/48,24.33,0,0,0,-,
2213,CC Henry (CAN),1979-1979,2,6,5,6.00,0,2,2/27,26.50,0,0,0,-20.49,
2214,PD Heyn (SL),1975-1975,2,3,2,1.50,0,-,-,-,-,1,0,-,
2215,VR Hogg (ZIM),1983-1983,2,7,7*,-,0,0,-,-,0,0,0,-,
2216,RG Holland (AUS),1985-1985,2,-,-,-,-,2,2/49,49.50,0,0,0,-,
2217,KH Butt (HKG),2008-2008,2,8,4,4.00,0,-,-,-,-,1,0,-,
2218,Ijaz Ahmed jnr (PAK),1997-1997,2,3,3*,-,0,1,1/9,25.00,0,1,0,-,
2219,Ilyas Gull (HKG),2004-2004,2,17,16,8.50,0,4,3/46,28.25,0,0,0,-19.74,
2220,Imran Abbas (PAK),2000-2000,2,29,28,14.50,0,-,-,-,-,1,0,-,
2221,SD Jack (SA),1994-1995,2,7,6,3.50,0,3,2/41,28.66,0,3,0,-25.16,
2222,W Jaffer (INDIA),2006-2006,2,10,10,5.00,0,-,-,-,-,0,0,-,
2223,Jahangir Alam Talukdar (BDESH),1990-1990,2,7,7*,-,0,0,-,-,0,0,0,-,
2224,KA Jamieson (NZ),2020-2020,2,25,25*,-,0,3,2/42,31.66,0,2,0,-,
2225,F Jansen (NL),1996-1996,2,-,-,-,-,1,1/40,62.00,0,1,0,-,
2226,RSA Jayasekera (SL),1982-1982,2,17,17,17.00,0,-,-,-,-,0,0,-,
2227,SA Jayasinghe (SL),1979-1979,2,1,1,1.00,0,-,-,-,-,1,0,-,
2228,NGRP Jayasuriya (SL),2018-2018,2,11,11*,11.00,0,0,-,-,0,0,0,-,
2229,HR Johnson (USA),2004-2004,2,9,9,9.00,0,1,1/26,69.00,0,0,0,-59.99,
2230,MR Johnson (USA),2004-2004,2,20,20,10.00,0,-,-,-,-,1,0,-,
2231,C Jonker (SA),2018-2018,2,31,25,15.50,0,-,-,-,-,0,0,-,
2232,SMS Kaluperuma (SL),1988-1988,2,11,7,5.50,0,0,-,-,0,2,0,-,
2233,Kamran Hussain (PAK),2008-2008,2,28,28*,-,0,3,2/32,22.33,0,0,0,-,
2234,K Kamyuka (CAN),2013-2013,2,2,2,2.00,0,4,4/38,11.75,0,0,0,-9.74,
2235,AL Kandappah (CAN),2007-2007,2,97,69*,97.00,0,0,-,-,0,0,0,-,
2236,JC Kent (SA),2002-2002,2,-,-,-,-,0,-,-,0,1,0,-,
2237,Khalid Khan (HKG),2004-2004,2,5,3,2.50,0,3,2/62,31.00,0,0,0,-28.49,
2238,GK Khoda (INDIA),1998-1998,2,115,89,57.50,0,-,-,-,-,0,0,-,
2239,CK Kruger (HKG),2008-2008,2,3,3,1.50,0,-,-,-,-,0,0,-,
2240,N Kruger (NL),2011-2011,2,39,34,19.50,0,-,-,-,-,2,0,-,
2241,SC Kuggeleijn (NZ),2017-2017,2,11,11*,-,0,5,3/41,11.60,0,0,0,-,
2242,AV Lalcheta (OMAN),2019-2019,2,18,12,9.00,0,2,2/35,31.00,0,0,0,-21.99,
2243,JPR Lamsam (HKG),2004-2008,2,24,16,12.00,0,0,-,-,0,1,0,-,
2244,C McAuslan (HKG),2017-2017,2,35,27,17.50,0,-,-,-,-,0,0,-,
2245,OC McCoy (WI),2018-2018,2,0,0*,-,0,4,2/38,27.25,0,0,0,-,
2246,JA Maclean (AUS),1979-1979,2,11,11,11.00,0,-,-,-,-,0,0,-,
2247,H McLeod (EAf),1975-1975,2,5,5,2.50,0,-,-,-,-,0,0,-,
2248,NJ MacRae (SCOT),2006-2006,2,10,8,5.00,0,-,-,-,-,0,0,-,
2249,Mansoor Rana (PAK),1990-1990,2,15,10,7.50,0,0,-,-,0,0,0,-,
2250,CA Marshall (CAN),1979-1979,2,10,8,5.00,0,-,-,-,-,0,0,-,
2251,SJ Massiah (USA),2004-2004,2,23,23,11.50,0,-,-,-,-,0,0,-,
2252,PS Masvaure (ZIM),2018-2018,2,40,39,20.00,0,0,-,-,0,0,0,-,
2253,EH Mattis (WI),1981-1981,2,86,62,43.00,0,-,-,-,-,2,0,-,
2254,SC Meaker (ENG),2011-2011,2,2,1,1.00,0,2,1/45,55.00,0,0,0,-53.99,
2255,PHKD Mendis (SL),2019-2019,2,17,9,17.00,0,1,1/45,79.00,0,0,0,-61.99,
2256,JM Mennie (AUS),2016-2016,2,1,1,0.50,0,3,3/49,43.66,0,0,0,-43.16,
2257,Mohibullah Oryakhel (AFG),2013-2013,2,-,-,-,-,-,-,-,-,2,0,-,
2258,Moniruzzaman (BDESH),2003-2003,2,1,1,0.50,0,-,-,-,-,0,0,-,
2259,DWO Morgan (BMUDA),2006-2006,2,2,1,1.00,0,-,-,-,-,0,0,-,
2260,PV Mpitsang (SA),1999-1999,2,1,1*,-,0,2,2/49,31.50,0,0,0,-,
2261,EMDY Munaweera (SL),2017-2017,2,15,11,7.50,0,-,-,-,-,2,0,-,
2262,Munir Dar (HKG),2008-2008,2,18,14,9.00,0,0,-,-,0,0,0,-,
2263,Nadeem Khan (PAK),1993-1995,2,2,2,2.00,0,0,-,-,0,0,0,-,
2264,Naeemuddin Aslam (UAE),2004-2004,2,12,12,6.00,0,-,-,-,-,1,0,-,
2265,Naeem Ashraf (PAK),1995-1995,2,24,16,24.00,0,0,-,-,0,0,0,-,
2266,SS Naik (INDIA),1974-1974,2,38,20,19.00,0,-,-,-,-,0,0,-,
2267,KK Nair (INDIA),2016-2016,2,46,39,23.00,0,-,-,-,-,0,0,-,
2268,A Ndlovu (ZIM),2019-2019,2,-,-,-,-,1,1/29,80.00,0,0,0,-,
2269,Neeyamur Rashid (BDESH),1999-1999,2,5,4*,5.00,0,1,1/46,66.00,0,1,0,-60.99,
2270,MG Neser (AUS),2018-2018,2,8,6,4.00,0,2,2/46,60.00,0,0,0,-55.99,
2271,IA Nicolson (ZIM),2010-2010,2,14,14,7.00,0,2,1/44,59.00,0,0,0,-51.99,
2272,Noor-ul-Haq (AFG),2010-2010,2,12,12,6.00,0,-,-,-,-,1,0,-,
2273,MJ North (AUS),2009-2009,2,6,5,3.00,0,0,-,-,0,1,0,-,
2274,Nurul Hasan (BDESH),2016-2016,2,68,44,34.00,0,-,-,-,-,2,1,-,
2275,MP O'Dowd (NL),2019-2019,2,145,86*,145.00,0,-,-,-,-,2,0,-,
2276,KJ O'Keeffe (AUS),1977-1977,2,16,16*,16.00,0,2,1/36,39.50,0,0,0,-23.49,
2277,D Olivier (SA),2019-2019,2,-,-,-,-,3,2/73,41.33,0,0,0,-,
2278,LN Oluoch (KENYA),2011-2011,2,6,5*,6.00,0,5,3/41,15.80,0,1,0,-9.79,
2279,GK Pandey (INDIA),1999-1999,2,4,4*,4.00,0,0,-,-,0,0,0,-,
2280,JS Paris (AUS),2016-2016,2,-,-,-,-,1,1/40,93.00,0,1,0,-,
2281,MW Parkinson (ENG),2020-2020,2,-,-,-,-,0,-,-,0,0,0,-,
2282,SD Parry (ENG),2014-2014,2,-,-,-,-,4,3/32,23.00,0,0,0,-,
2283,SP Pasqual (SL),1979-1979,2,24,23*,24.00,0,0,-,-,0,0,0,-,
2284,A Patel (CAN),2003-2003,2,25,25,25.00,0,3,3/41,24.33,0,0,0,0.66,
2285,KA Patel (KENYA),2006-2006,2,1,1*,1.00,0,0,-,-,0,0,0,-,
2286,J Patraj (CAN),2007-2007,2,21,20,10.50,0,2,1/27,38.00,0,1,0,-27.49,
2287,PARP Perera (SL),2019-2019,2,33,33,16.50,0,-,-,-,-,1,0,-,
2288,RH Poonawala (UAE),1994-1994,2,44,22,22.00,0,-,-,-,-,1,0,-,
2289,GD Porter (AUS),1979-1979,2,3,3,3.00,0,3,2/13,11.00,0,1,0,-7.99,
2290,DJ Pringle (EAf),1975-1975,2,5,3,2.50,0,0,-,-,0,0,0,-,
2291,PM Pushpakumara (SL),2017-2017,2,11,8,5.50,0,1,1/40,105.00,0,2,0,-99.49,
2292,Rafiqul Alam (BDESH),1986-1986,2,24,14,12.00,0,-,-,-,-,0,0,-,
2293,N Ranatunga (SL),1993-1993,2,0,0,0.00,0,1,1/33,82.00,0,0,0,-81.99,
2294,SHA Rance (NZ),2017-2017,2,-,-,-,-,1,1/44,110.00,0,3,0,-,
2295,Randhir Singh (INDIA),1981-1983,2,-,-,-,-,1,1/30,48.00,0,0,0,-,
2296,Raqibul Hasan (BDESH),1986-1986,2,17,12,8.50,0,0,-,-,0,1,0,-,
2297,Rashid Zia (USA),2004-2004,2,9,8,4.50,0,0,-,-,0,0,0,-,
2298,NLK Ratnayake (SL),1989-1990,2,-,-,-,-,2,1/39,49.00,0,0,0,-,
2299,SS Raul (INDIA),1998-1998,2,8,8,4.00,0,1,1/13,27.00,0,0,0,-22.99,
2300,RE Redmond (NZ),1973-1973,2,3,3,3.00,0,-,-,-,-,0,0,-,
2301,CA Reid (USA),2004-2004,2,8,6,4.00,0,1,1/37,63.00,0,0,0,-58.99,
2302,RA Reifer (WI),2019-2019,2,7,7,7.00,0,2,2/23,27.00,0,0,0,-19.99,
2303,EJ Richardson (IRE),2013-2013,2,12,12,12.00,0,2,2/39,27.00,0,0,0,-14.99,
2304,SJ Roberts (NZ),1990-1990,2,1,1*,-,0,0,-,-,0,0,0,-,
2305,RD Robinson (AUS),1977-1977,2,82,70,41.00,0,-,-,-,-,3,1,-,
2306,LC Romero (USA),2004-2004,2,1,1,0.50,0,1,1/52,52.00,0,1,0,-51.49,
2307,BC Rose (ENG),1977-1977,2,99,54,49.50,0,-,-,-,-,1,0,-,
2308,DB Rundle (SA),1994-1994,2,6,6,3.00,0,5,4/42,19.00,0,3,0,-15.99,
2309,Saad Ali (PAK),2019-2019,2,11,7,5.50,0,-,-,-,-,0,0,-,
2310,AK Sah (NEPAL),2018-2018,2,25,21,12.50,0,-,-,-,-,2,0,-,
2311,Sajjad Ahmed (BDESH),1995-1995,2,15,11,7.50,0,-,-,-,-,0,0,-,
2312,Sajjad Akbar (PAK),1990-1990,2,5,5,5.00,0,2,2/45,22.50,0,0,0,-17.49,
2313,Samiullah Khan (PAK),2008-2008,2,-,-,-,-,0,-,-,0,0,0,-,
2314,Samiur Rahman (BDESH),1986-1986,2,4,4,2.00,0,0,-,-,0,1,0,-,
2315,GS Sandhu (AUS),2015-2015,2,-,-,-,-,3,2/49,35.66,0,0,0,-,
2316,P Sarraf (NEPAL),2019-2019,2,12,8,6.00,0,-,-,-,-,0,0,-,
2317,Sayed Shirzad (AFG),2019-2019,2,25,25,25.00,0,1,1/56,56.00,0,0,0,-30.99,
2318,Shaheedur Rahman (BDESH),1986-1986,2,62,37,31.00,0,-,-,-,-,0,0,-,
2319,Shehzad Altaf (UAE),1996-1996,2,-,-,-,-,1,1/15,37.00,0,0,0,-,
2320,Shakeel Ahmed jnr (PAK),1995-1995,2,61,36,30.50,0,-,-,-,-,0,0,-,
2321,KV Sharma (INDIA),2014-2014,2,-,-,-,-,0,-,-,0,3,0,-,
2322,PH Sharma (INDIA),1976-1976,2,20,14,10.00,0,-,-,-,-,0,0,-,
2323,R Sharma (HKG),2004-2004,2,11,10,5.50,0,-,-,-,-,1,0,-,
2324,V Shetty (UAE),2008-2014,2,16,9,8.00,0,-,-,-,-,0,0,-,
2325,IT Shillingford (WI),1978-1978,2,30,24,15.00,0,-,-,-,-,2,0,-,
2326,Shubman Gill (INDIA),2019-2019,2,16,9,8.00,0,-,-,-,-,0,0,-,
2327,RB Simpson (AUS),1978-1978,2,36,23,18.00,0,2,2/30,47.50,0,4,0,-29.49,
2328,RP Singh (INDIA),1986-1986,2,-,-,-,-,1,1/58,77.00,0,0,0,-,
2329,VRV Singh (INDIA),2006-2006,2,8,8,8.00,0,0,-,-,0,3,0,-,
2330,WN Slack (ENG),1986-1986,2,43,34,21.50,0,-,-,-,-,0,0,-,
2331,MA Small (WI),1984-1984,2,-,-,-,-,1,1/40,54.00,0,1,0,-,
2332,TT Smart (HKG),2004-2004,2,34,25,17.00,0,-,-,-,-,3,0,-,
2333,DM Smith (ENG),1986-1990,2,15,10*,15.00,0,-,-,-,-,0,0,-,
2334,RAJ Smith (SCOT),2016-2016,2,10,10,10.00,0,1,1/34,97.00,0,0,0,-86.99,
2335,S Snater (NL),2018-2018,2,12,12,6.00,0,1,1/41,63.00,0,3,0,-56.99,
2336,Sohail Butt (UAE),1994-1994,2,8,6*,8.00,0,2,2/52,39.50,0,0,0,-31.49,
2337,Sohail Fazal (PAK),1989-1989,2,56,32,28.00,0,0,-,-,0,1,0,-,
2338,S Somasunder (INDIA),1996-1996,2,16,9,8.00,0,-,-,-,-,0,0,-,
2339,TE Srinivasan (INDIA),1980-1981,2,10,6,5.00,0,-,-,-,-,0,0,-,
2340,RW Staple (USA),2004-2004,2,4,4,2.00,0,2,2/76,38.00,0,0,0,-35.99,
2341,MP Stead (CAN),1979-1979,2,10,10,5.00,0,0,-,-,0,0,0,-,
2342,Sultan Ahmed (UAE),2019-2019,2,18,11,9.00,0,0,-,-,0,0,0,-,
2343,Syed Maqsood (UAE),2004-2004,2,18,13,9.00,0,1,1/60,84.00,0,1,0,-74.99,
2344,Tanbir Hayder (BDESH),2016-2016,2,5,3,2.50,0,0,-,-,0,1,0,-,
2345,Tanvir Ahmed (PAK),2011-2011,2,18,18,18.00,0,2,1/38,41.50,0,1,0,-23.49,
2346,Taslim Arif (PAK),1980-1980,2,28,24,14.00,0,-,-,-,-,1,1,-,
2347,BR Taylor (NZ),1973-1973,2,22,22,22.00,0,4,3/25,15.50,0,1,0,6.50,
2348,LB Taylor (ENG),1986-1986,2,1,1*,-,0,0,-,-,0,0,0,-,
2349,DJ ter Braak (NL),2018-2018,2,40,39,20.00,0,-,-,-,-,0,0,-,
2350,PIC Thompson (WI),1997-1997,2,2,2,2.00,0,2,1/46,55.00,0,0,0,-52.99,
2351,FJ Titmus (ENG),1975-1975,2,11,11,11.00,0,3,3/53,17.66,0,1,0,-6.66,
2352,GS Trimble (AUS),1986-1986,2,4,4,4.00,0,0,-,-,0,0,0,-,
2353,CK Tshuma (ZIM),2020-2020,2,0,0,0.00,0,1,1/35,83.00,0,0,0,-82.99,
2354,Umair Ali (UAE),2015-2015,2,20,10,10.00,0,1,1/65,125.00,0,1,0,-114.99,
2355,Usman Salahuddin (PAK),2011-2011,2,13,8,6.50,0,-,-,-,-,1,0,-,
2356,VB van Jaarsveld (SA),2009-2009,2,9,5,4.50,0,-,-,-,-,1,0,-,
2357,MWA van Nierop (NL),2006-2006,2,35,31*,35.00,0,-,-,-,-,0,0,-,
2358,CJPG van Zyl (SA),1992-1992,2,3,3*,3.00,0,0,-,-,0,0,0,-,
2359,S Vesawkar (NEPAL),2018-2020,2,59,55,29.50,0,-,-,-,-,1,0,-,
2360,C Viljoen (NAM),2019-2019,2,19,17*,19.00,0,2,2/6,7.00,0,2,0,12.00,
2361,TP Visee (NL),2019-2019,2,69,41,34.50,0,-,-,-,-,1,0,-,
2362,AL Wadekar (INDIA),1974-1974,2,73,67,36.50,0,-,-,-,-,1,0,-,
2363,KP Walmsley (NZ),2003-2003,2,-,-,-,-,2,1/53,58.50,0,0,0,-,
2364,R Walters (NAM),2003-2003,2,0,0,0.00,0,-,-,-,-,0,0,-,
2365,GD Watson (AUS),1972-1972,2,11,11*,11.00,0,2,2/28,14.00,0,0,0,-2.99,
2366,S Weerakoon (SL),2012-2012,2,-,-,-,-,1,1/49,49.00,0,0,0,-,
2367,CM Wells (ENG),1985-1985,2,22,17,11.00,0,-,-,-,-,0,0,-,
2368,RK Whelan (IRE),2007-2007,2,5,5,2.50,0,2,1/43,49.50,0,0,0,-46.99,
2369,JJ Whitaker (ENG),1987-1987,2,48,44*,48.00,0,-,-,-,-,1,0,-,
2370,JG Williamson (SCOT),1999-1999,2,11,10,5.50,0,-,-,-,-,0,0,-,
2371,Younis Ahmed (PAK),1987-1987,2,84,58,42.00,0,-,-,-,-,1,0,-,
2372,Yunus Badat (EAf),1975-1975,2,1,1,0.50,0,-,-,-,-,0,0,-,
2373,Zaheer Maqsood (UAE),2015-2015,2,13,8*,-,0,4,2/56,29.00,0,0,0,-,
2374,Zahid Ahmed (PAK),1987-1987,2,3,3*,3.00,0,3,2/24,20.33,0,0,0,-17.33,
2375,Zahid Hussain (CAN),2011-2011,2,9,7*,9.00,0,2,1/37,47.00,0,1,0,-37.99,
2376,Zahid Shah (UAE),2008-2008,2,11,6*,-,0,6,3/49,16.33,0,0,0,-,
2377,Zeeshan Siddiqi (CAN),2012-2014,2,50,43,25.00,0,-,-,-,-,0,0,-,
2378,AK Zesers (AUS),1987-1987,2,10,8*,-,0,1,1/37,74.00,0,1,0,-,
2379,SA Abbott (AUS),2014-2014,1,3,3,3.00,0,1,1/25,25.00,0,0,0,-21.99,
2380,Abdul Rehman (UAE),2004-2004,1,1,1,1.00,0,-,-,-,-,0,0,-,
2381,S Abrahams (SA),2000-2000,1,16,16*,-,0,0,-,-,0,1,0,-,
2382,Afif Hossain (BDESH),2020-2020,1,7,7,7.00,0,1,1/12,12.00,0,0,0,-4.99,
2383,FS Ahangama (SL),1985-1985,1,-,-,-,-,0,-,-,0,0,0,-,
2384,Ahmed Kamal (BDESH),1999-1999,1,11,11,11.00,0,1,1/39,39.00,0,0,0,-27.99,
2385,Ahmed Shah (AFG),2009-2009,1,2,2,2.00,0,0,-,-,0,0,0,-,
2386,KS Airee (NEPAL),2020-2020,1,9,9*,-,0,0,-,-,0,0,0,-,
2387,Alawi Shukri (UAE),2008-2008,1,1,1,1.00,0,-,-,-,-,0,0,-,
2388,Ali Khan (USA),2019-2019,1,3,3,3.00,0,1,1/23,23.00,0,0,0,-19.99,
2389,Aman Ali (UAE),2008-2008,1,0,0,0.00,0,0,-,-,0,0,0,-,
2390,Aminul Islam jnr (BDESH),1999-1999,1,1,1*,-,0,1,1/33,33.00,0,0,0,-,
2391,ZS Ansari (ENG),2015-2015,1,-,-,-,-,-,-,-,-,0,0,-,
2392,Anwar Hossain Monir (BDESH),2002-2002,1,0,0*,-,0,0,-,-,0,0,0,-,
2393,Anwar Hossain (BDESH),2002-2002,1,42,42,42.00,0,-,-,-,-,0,0,-,
2394,Ariful Haque (BDESH),2018-2018,1,-,-,-,-,0,-,-,0,0,0,-,
2395,Asif Iqbal (1) (UAE),2015-2015,1,8,8,8.00,0,0,-,-,0,0,0,-,
2396,RA Austin (WI),1978-1978,1,8,8,8.00,0,0,-,-,0,0,0,-,
2397,MD Bailey (NZ),1998-1998,1,-,-,-,-,-,-,-,-,0,0,-,
2398,S Baksh (CAN),1979-1979,1,0,0,0.00,0,-,-,-,-,0,0,-,
2399,KMC Bandara (SL),2016-2016,1,1,1*,-,0,1,1/83,83.00,0,0,0,-,
2400,KJ Barnett (ENG),1988-1988,1,84,84,84.00,0,-,-,-,-,0,0,-,
2401,MR Benson (ENG),1986-1986,1,24,24,24.00,0,-,-,-,-,0,0,-,
2402,LS Bhandari (NEPAL),2018-2018,1,4,4*,-,0,2,2/43,21.50,0,0,0,-,
2403,M Bhanuka (SL),2019-2019,1,36,36,36.00,0,-,-,-,-,0,0,-,
2404,RA Bhatti (CAN),2011-2011,1,3,3*,-,0,-,-,-,-,2,0,-,
2405,DL Blake (USA),2004-2004,1,0,0,0.00,0,0,-,-,0,0,0,-,
2406,GK Bose (INDIA),1974-1974,1,13,13,13.00,0,1,1/39,39.00,0,0,0,-25.99,
2407,BP Bracewell (NZ),1978-1978,1,0,0*,-,0,1,1/41,41.00,0,0,0,-,
2408,DR Briggs (ENG),2012-2012,1,-,-,-,-,2,2/39,19.50,0,0,0,-,
2409,SA Britton (IRE),2009-2009,1,-,-,-,-,0,-,-,0,0,0,-,
2410,GK Bruk-Jackson (ZIM),1993-1993,1,12,12,12.00,0,-,-,-,-,0,0,-,
2411,AR Butcher (ENG),1980-1980,1,14,14,14.00,0,-,-,-,-,0,0,-,
2412,BS Chandrasekhar (INDIA),1976-1976,1,11,11*,-,0,3,3/36,12.00,0,0,0,-,
2413,G Chapple (ENG),2006-2006,1,14,14,14.00,0,0,-,-,0,0,0,-,
2414,K Christie (HKG),2016-2016,1,0,0,0.00,0,0,-,-,0,0,0,-,
2415,DJ Colley (AUS),1972-1972,1,-,-,-,-,0,-,-,0,0,0,-,
2416,AN Connolly (AUS),1971-1971,1,-,-,-,-,0,-,-,0,0,0,-,
2417,MC Cowdrey (ENG),1971-1971,1,1,1,1.00,0,-,-,-,-,0,0,-,
2418,RT Crandon (WI),2009-2009,1,5,5,5.00,0,-,-,-,-,0,0,-,
2419,JH Desai (USA),2004-2004,1,16,16,16.00,0,-,-,-,-,1,0,-,
2420,P Dharmani (INDIA),1996-1996,1,8,8,8.00,0,-,-,-,-,0,0,-,
2421,BJ Diamanti (NZ),2009-2009,1,26,26*,-,0,0,-,-,0,1,0,-,
2422,WP Diepeveen (NL),2011-2011,1,6,6,6.00,0,-,-,-,-,0,0,-,
2423,SO Dowrich (WI),2019-2019,1,6,6,6.00,0,-,-,-,-,0,0,-,
2424,S Dube (INDIA),2019-2019,1,9,9,9.00,0,0,-,-,0,0,0,-,
2425,CI Dunusinghe (SL),1995-1995,1,1,1,1.00,0,-,-,-,-,1,1,-,
2426,DM Dupavillon (SA),2020-2020,1,-,-,-,-,1,1/21,21.00,0,0,0,-,
2427,N Dutta (CAN),2013-2013,1,-,-,-,-,0,-,-,0,0,0,-,
2428,PS Eaglestone (IRE),2008-2008,1,4,4,4.00,0,1,1/60,60.00,0,0,0,-55.99,
2429,WJ Edwards (AUS),1975-1975,1,2,2,2.00,0,0,-,-,0,0,0,-,
2430,MTG Elliott (AUS),1997-1997,1,1,1,1.00,0,-,-,-,-,0,0,-,
2431,PA Emery (AUS),1994-1994,1,11,11*,-,0,-,-,-,-,3,0,-,
2432,EA Essop-Adam (ZIM),1992-1992,1,14,14*,-,0,-,-,-,-,2,0,-,
2433,Faisal Athar (PAK),2003-2003,1,9,9,9.00,0,-,-,-,-,0,0,-,
2434,FY Fazal (INDIA),2016-2016,1,55,55*,-,0,-,-,-,-,0,0,-,
2435,N Fernandes (UAE),2008-2008,1,5,5,5.00,0,-,-,-,-,0,0,-,
2436,AM Fernando (SL),2017-2017,1,-,-,-,-,0,-,-,0,0,0,-,
2437,KADM Fernando (SL),2003-2003,1,-,-,-,-,2,2/13,6.50,0,1,0,-,
2438,TL Fernando (SL),1989-1989,1,8,8,8.00,0,1,1/16,16.00,0,0,0,-7.99,
2439,R Flannigan (SCOT),2010-2010,1,0,0,0.00,0,-,-,-,-,0,0,-,
2440,BT Foakes (ENG),2019-2019,1,61,61*,-,0,-,-,-,-,2,1,-,
2441,BC Fortuin (SA),2020-2020,1,-,-,-,-,-,-,-,-,-,-,-,
2442,PJ Franks (ENG),2000-2000,1,4,4,4.00,0,0,-,-,0,1,0,-,
2443,D Ganesh (INDIA),1997-1997,1,4,4,4.00,0,1,1/20,20.00,0,0,0,-15.99,
